Timestamp,Time,Ground Floor Temperature (°C),Ground Floor Setpoint (°C),Ground Floor Variation (°C),Ground Floor Humidity (%),Ground Floor Light,Ground Floor Window,Top Floor Temperature (°C),Top Floor Setpoint (°C),Top Floor Variation (°C),Top Floor Humidity (%),Top Floor Light,Top Floor Window,External Temperature (°C),External Humidity (%)
"03/04/2025, 11:32:02","11:32","21.7","25","-3.3","36.2","OFF","CLOSED","21.8","25","-3.2","35.3","OFF","CLOSED","21.9","36.2"
"03/04/2025, 11:34:06","11:34","21.9","25","-3.1","36.2","OFF","CLOSED","21.8","25","-3.2","35.4","OFF","OPEN","22.2","38.7"
"03/04/2025, 11:34:41","11:34","22.1","25","-2.9","36.0","ON","CLOSED","21.9","25","-3.1","35.4","ON","OPEN","22.6","36.2"
"03/04/2025, 11:35:15","11:35","22.4","25","-2.6","36.0","ON","CLOSED","22.1","25","-2.9","35.8","OFF","OPEN","22.7","35.7"
"03/04/2025, 11:35:53","11:35","22.8","25","-2.2","35.7","OFF","CLOSED","22.5","25","-2.5","35.0","ON","CLOSED","22.7","35.6"
"03/04/2025, 11:36:31","11:36","23.3","25","-1.7","35.0","OFF","OPEN","22.9","25","-2.1","34.5","ON","CLOSED","22.7","35.4"
"03/04/2025, 11:37:05","11:37","23.6","25","-1.4","34.5","ON","OPEN","23.7","25","-1.3","33.6","OFF","CLOSED","22.8","35.2"
"03/04/2025, 11:37:48","11:37","23.9","25","-1.1","34.1","ON","CLOSED","24.3","25","-0.7","32.6","ON","OPEN","22.8","34.9"
"03/04/2025, 11:38:27","11:38","24.5","25","-0.5","33.3","OFF","CLOSED","25.0","25","0.0","31.9","ON","CLOSED","22.9","34.7"
"03/04/2025, 11:39:10","11:39","25.0","25","0.0","32.3","OFF","OPEN","25.8","25","0.8","30.8","OFF","OPEN","22.9","34.5"
"03/04/2025, 11:39:43","11:39","25.2","25","0.2","31.7","OFF","OPEN","26.4","25","1.4","29.6","OFF","OPEN","23.0","34.3"
"03/04/2025, 11:40:27","11:40","25.2","25","0.2","31.4","OFF","CLOSED","26.6","25","1.6","29.1","OFF","CLOSED","23.0","34.2"
"03/04/2025, 11:41:09","11:41","25.2","25","0.2","31.3","ON","OPEN","26.7","25","1.7","28.6","ON","OPEN","23.1","34.0"
"03/04/2025, 11:41:48","11:41","25.3","25","0.3","31.2","ON","OPEN","27.0","25","2.0","28.3","ON","CLOSED","23.1","34.0"
"03/04/2025, 11:42:22","11:42","25.8","25","0.8","30.7","ON","OPEN","27.5","25","2.5","27.6","OFF","CLOSED","23.1","33.9"
"03/04/2025, 11:43:05","11:43","26.2","25","1.2","30.1","ON","CLOSED","27.8","25","2.8","27.0","ON","OPEN","23.2","33.8"
"03/04/2025, 11:43:48","11:43","26.6","25","1.6","29.4","ON","OPEN","28.2","25","3.2","26.6","ON","CLOSED","23.2","33.7"
"03/04/2025, 11:44:28","11:44","27.2","25","2.2","28.6","OFF","OPEN","28.9","25","3.9","25.8","ON","OPEN","23.2","33.7"
"03/04/2025, 11:45:11","11:45","27.6","25","2.6","28.1","ON","CLOSED","29.6","25","4.6","25.0","ON","CLOSED","23.2","33.6"
"03/04/2025, 11:45:52","11:45","28.0","25","3.0","27.5","ON","CLOSED","30.4","25","5.4","23.9","OFF","OPEN","23.2","33.6"
"03/04/2025, 11:46:30","11:46","28.3","25","3.3","26.9","ON","OPEN","30.8","25","5.8","23.1","OFF","OPEN","23.2","33.5"
"03/04/2025, 11:47:09","11:47","28.6","25","3.6","26.5","OFF","CLOSED","30.8","25","5.8","22.8","ON","OPEN","23.2","33.5"
"03/04/2025, 11:47:43","11:47","28.8","25","3.8","26.1","ON","CLOSED","31.0","25","6.0","22.7","OFF","OPEN","23.2","33.5"
"03/04/2025, 11:48:26","11:48","28.9","25","3.9","26.0","OFF","OPEN","31.2","25","6.2","22.2","OFF","CLOSED","23.2","33.4"
"03/04/2025, 11:49:09","11:49","28.9","25","3.9","25.7","OFF","CLOSED","31.1","25","6.1","22.1","OFF","OPEN","23.2","33.4"
"03/04/2025, 11:49:52","11:49","28.7","25","3.7","25.8","OFF","OPEN","30.9","25","5.9","22.2","ON","CLOSED","23.2","33.5"
"03/04/2025, 11:50:35","11:50","28.5","25","3.5","26.0","ON","CLOSED","30.9","25","5.9","22.3","OFF","OPEN","23.2","33.6"
"03/04/2025, 11:51:18","11:51","28.4","25","3.4","26.2","ON","OPEN","30.9","25","5.9","22.1","OFF","CLOSED","23.2","33.5"
"03/04/2025, 11:52:04","11:52","28.5","25","3.5","26.1","OFF","CLOSED","30.7","25","5.7","22.2","ON","OPEN","23.2","33.5"
"03/04/2025, 11:52:42","11:52","28.5","25","3.5","25.9","ON","CLOSED","30.7","25","5.7","22.4","ON","CLOSED","23.1","33.6"
"03/04/2025, 11:53:16","11:53","28.8","25","3.8","25.8","ON","CLOSED","31.0","25","6.0","21.9","ON","CLOSED","23.1","33.6"
"03/04/2025, 11:53:50","11:53","29.1","25","4.1","25.5","ON","CLOSED","31.3","25","6.3","21.7","ON","CLOSED","23.1","33.6"
"03/04/2025, 11:54:24","11:54","29.4","25","4.4","25.1","ON","CLOSED","31.7","25","6.7","21.5","ON","CLOSED","23.1","33.5"
"03/04/2025, 11:55:00","11:55","29.7","25","4.7","24.7","ON","CLOSED","32.0","25","7.0","21.0","ON","CLOSED","23.2","33.5"
"03/04/2025, 11:55:34","11:55","30.1","25","5.1","24.3","ON","CLOSED","32.5","25","7.5","20.5","ON","CLOSED","23.2","33.5"
"03/04/2025, 11:56:08","11:56","30.5","25","5.5","23.9","ON","CLOSED","33.0","25","8.0","20.0","ON","CLOSED","23.2","33.5"
"03/04/2025, 11:56:42","11:56","30.9","25","5.9","23.4","ON","CLOSED","33.4","25","8.4","19.6","ON","CLOSED","23.2","33.5"
"03/04/2025, 11:57:25","11:57","31.2","25","6.2","23.0","OFF","OPEN","33.7","25","8.7","19.2","OFF","OPEN","23.2","33.5"
